# Z0.004Y0.256O_IN0.0OUTA1.74_F71_M9.00.UNF 
# M=9.0, Z=0.004, Y=0.256, omega_i=0.0 
                MASS                 AGE               Dtime               LOG_L              LOG_TE               RSTAR                CONV               QSCHW                QHEL              QCAROX              LOG_Tc             LOG_RHc              LOG_Pc               PSI_C              G1_AVG                XCEN               XHE3C                YCEN              XC_CEN              XN_CEN              XO_CEN             XNE_CEN             XMG_CEN           XSI28_CEN            XS32_CEN           XAR36_CEN           XCA40_CEN           XTI44_CEN                RATE                Xsup                Ysup               XCsup             XC13sup               XNsup               XOsup             XO18sup              XNEsup              XMGsup          POLRAD_ENV           EQRAD_ENV             OMG_ENV         ANG_VEL_ENV          TANVEL_ENV         TOT_INERTIA          TOT_ANGMOM        TOT_MOM_LOST              R_CONV                RHEL             R_CAROX         INERTIA_HEL          ANGMOM_HEL       INERTIA_CAROX        ANGMOM_CAROX                TMAX              RHTMAX               QTMAX                LNUC                  LX                  LY                  LC              LNEUTR              L_GRAV               L_ACC               Q_CNV            DPTH_CNV         INERTIA_CNV          ANGMOM_CNV             TCNV_YR              T20L10             RH20L10              P20L10             TE20L10              R20L10                MU20             T2_3L10            RH2_3L10             P2_3L10            TE2_3L10             R2_3L10               MU2_3
    9.0000000000e+00    9.2348802940e+01    9.2248802940e+01    3.3071353377e+00    3.6807336810e+00    4.5519047613e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9863421060e+00   -3.4337143675e+00    1.0711577273e+01   -1.0088243333e+01    1.6231419982e+00    7.3996188644e-01    2.3166402560e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.5519047613e+12    4.5519047613e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.7340540991e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    5.9863421060e+00   -3.4337143675e+00    0.0000000000e+00    3.6140792281e-17    3.6140792281e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -8.2028990608e-01    0.0000000000e+00    8.2124481392e-01    1.2497960708e+01    5.8813926652e+01   -3.3000000000e+01   -1.9718285758e-01    3.8814816979e+00   -7.6155415188e+00    4.0926248163e+00    3.6808803494e+00    1.2657899830e+01    1.2478590269e+00    3.6816294503e+00   -7.6254736299e+00    3.8777141861e+00    3.6807313906e+00    1.2658197748e+01    1.2525935254e+00
    9.0000000000e+00    1.9612870625e+02    1.0377990331e+02    3.3043977484e+00    3.6809508885e+00    4.5330442369e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9875010767e+00   -3.4274039735e+00    1.0718924958e+01   -1.0077712936e+01    1.6231407173e+00    7.3996188628e-01    2.3166897402e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.5330442369e+12    4.5330442369e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.6556350736e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    5.9875010767e+00   -3.4274039735e+00    0.0000000000e+00    3.8323586079e-17    3.8323586079e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.1810775506e-01    0.0000000000e+00    8.2124481392e-01    1.2496152998e+01    5.8808795429e+01   -3.3000000000e+01   -1.9228849210e-01    3.8817393296e+00   -7.6142635339e+00    4.0941735476e+00    3.6810969280e+00    1.2656097878e+01    1.2414385824e+00    3.6815419307e+00   -7.6247309307e+00    3.8783672506e+00    3.6809491472e+00    1.2656393440e+01    1.2526636470e+00
    9.0000000000e+00    3.1288109747e+02    1.1675239122e+02    3.2982002646e+00    3.6814892651e+00    4.4896704290e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9910345938e+00   -3.4113931233e+00    1.0738236872e+01   -1.0053049677e+01    1.6231604290e+00    7.3996188625e-01    2.3166985616e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.4896704290e+12    4.4896704290e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.4954456635e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    5.9910345938e+00   -3.4113931233e+00    0.0000000000e+00    4.4781194890e-17    4.4781194890e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    7.4960321442e-01    0.0000000000e+00    8.2124481392e-01    1.2492274271e+01    5.8798194445e+01   -3.3000000000e+01   -1.9020245257e-01    3.8821231867e+00   -7.6115850257e+00    4.0972741321e+00    3.6816334576e+00    1.2651926077e+01    1.2500549197e+00    3.6816273730e+00   -7.6224329302e+00    3.8807471751e+00    3.6814886642e+00    1.2652215664e+01    1.2528129358e+00
    9.0000000000e+00    4.4422753759e+02    1.3134644012e+02    3.2901696188e+00    3.6821973838e+00    4.4338694515e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9958970110e+00   -3.3902461881e+00    1.0763967232e+01   -1.0021151474e+01    1.6231924080e+00    7.3996188619e-01    2.3167152162e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.4338694515e+12    4.4338694515e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2956733257e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    5.9958970110e+00   -3.3902461881e+00    0.0000000000e+00    5.4939865634e-17    5.4939865634e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.1188320147e-01    0.0000000000e+00    8.1293030465e-01    1.2483661565e+01    5.8783315251e+01   -3.3000000000e+01   -1.8866713148e-01    3.8828366717e+00   -7.6080670961e+00    4.1015589297e+00    3.6823394374e+00    1.2646498795e+01    1.2521130723e+00    3.6841355027e+00   -7.6131804227e+00    3.8925401525e+00    3.6821981650e+00    1.2646781339e+01    1.2525166303e+00
    9.0000000000e+00    5.9167901263e+02    1.4745147503e+02    3.2810812714e+00    3.6830045208e+00    4.3714393178e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0016249764e+00   -3.3658958755e+00    1.0793745862e+01   -9.9848655348e+00    1.6232336556e+00    7.3996188610e-01    2.3167411242e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.3714393178e+12    4.3714393178e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0752402542e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0016249764e+00   -3.3658958755e+00    0.0000000000e+00    6.9403577755e-17    6.9403577755e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.7027096407e-01    0.0000000000e+00    7.9655296902e-01    1.2471050211e+01    5.8765100462e+01   -3.3000000000e+01   -2.0582360722e-01    3.8827827357e+00   -7.6037381501e+00    4.1058049891e+00    3.6831436597e+00    1.2640346176e+01    1.2406684084e+00    3.6839980788e+00   -7.6106158436e+00    3.8949420508e+00    3.6830021666e+00    1.2640629163e+01    1.2525493646e+00
    9.0000000000e+00    7.4652592052e+02    1.5484690789e+02    3.2718583067e+00    3.6838336416e+00    4.3087840675e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0076590967e+00   -3.3406824079e+00    1.0824700576e+01   -9.9476498947e+00    1.6232858895e+00    7.3996188600e-01    2.3167711299e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.3087840675e+12    4.3087840675e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.8724517822e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0076590967e+00   -3.3406824079e+00    0.0000000000e+00    8.8297208590e-17    8.8297208590e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9230094248e-01    0.0000000000e+00    7.8848844680e-01    1.2462085767e+01    5.8748987185e+01   -3.3000000000e+01   -2.0387023599e-01    3.8830641152e+00   -7.5995280191e+00    4.1103128989e+00    3.6839700832e+00    1.2634081847e+01    1.2428406866e+00    3.6840347888e+00   -7.6074822919e+00    3.8981068715e+00    3.6838328637e+00    1.2634356286e+01    1.2527711412e+00
    9.0000000000e+00    9.0789575819e+02    1.6136983767e+02    3.2626943793e+00    3.6846644612e+00    4.2472822944e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0138595277e+00   -3.3151169559e+00    1.0856183859e+01   -9.9101986184e+00    1.6233479911e+00    7.3996188587e-01    2.3168103749e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.2472822944e+12    4.2472822944e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6876788625e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0138595277e+00   -3.3151169559e+00    0.0000000000e+00    1.1266820623e-16    1.1266820623e-16    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0008617394e+00    0.0000000000e+00    7.7211731737e-01    1.2449798610e+01    5.8732267290e+01   -3.3000000000e+01   -2.1066209540e-01    3.8834987177e+00   -7.5954374757e+00    4.1148743110e+00    3.6847983073e+00    1.2627843435e+01    1.2451789825e+00    3.6864743380e+00   -7.5982284028e+00    3.9098317508e+00    3.6846651521e+00    1.2628109745e+01    1.2524612409e+00
    9.0000000000e+00    1.0766268995e+03    1.6873114133e+02    3.2536405674e+00    3.6855042277e+00    4.1870166539e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0202052424e+00   -3.2892259187e+00    1.0888146966e+01   -9.8724988968e+00    1.6234152892e+00    7.3996188570e-01    2.3168631251e-05    2.5597683360e-01    7.1926088199e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.1870166539e+12    4.1870166539e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.5073753797e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0202052424e+00   -3.2892259187e+00    0.0000000000e+00    1.4381897724e-16    1.4381897724e-16    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0042429963e+00    0.0000000000e+00    7.5561029010e-01    1.2437697610e+01    5.8715138588e+01   -3.3000000000e+01   -2.1695091396e-01    3.8840532768e+00   -7.5915014039e+00    4.1194089310e+00    3.6856355788e+00    1.2621641986e+01    1.2476711058e+00    3.6866050548e+00   -7.5950618679e+00    3.9131049687e+00    3.6855018095e+00    1.2621909525e+01    1.2524941618e+00
    9.0000000000e+00    1.2541748468e+03    1.7754794730e+02    3.2446470798e+00    3.6863495358e+00    4.1277874693e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0267209741e+00   -3.2628745555e+00    1.0920746338e+01   -9.8343267122e+00    1.6234878612e+00    7.3996188546e-01    2.3169351993e-05    2.5597683360e-01    7.1926088199e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440001e-05    1.9232020000e-05    1.7600452000e-05    9.6089920001e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.1277874693e+12    4.1277874693e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.3306850397e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0267209741e+00   -3.2628745555e+00    0.0000000000e+00    1.5078567851e-04    1.5078567851e-04    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0061148141e+00    0.0000000000e+00    7.3945616509e-01    1.2425962003e+01    5.8697727352e+01   -3.3000000000e+01   -2.3210546051e-01    3.8847317858e+00   -7.5877050966e+00    4.1239339835e+00    3.6864785073e+00    1.2615459385e+01    1.2502768916e+00    3.6866518576e+00   -7.5920639129e+00    3.9161447319e+00    3.6863485179e+00    1.2615719364e+01    1.2527099015e+00
    9.0000000000e+00    1.4416579952e+03    1.8748314833e+02    3.2357218279e+00    3.6872020162e+00    4.0695814175e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0334099681e+00   -3.2360001560e+00    1.0954045895e+01   -9.7955486439e+00    1.6235656854e+00    7.3996188415e-01    2.3173287250e-05    2.5597683360e-01    7.1926088199e-04    1.9404596159e-04    1.7598808534e-03    4.0388508336e-04    1.7717828000e-04    1.9099296000e-04    8.8870440001e-05    1.9232020000e-05    1.7600452000e-05    9.6089920001e-07    0.0000000000e+00    7.3996188644e-01    2.5600000001e-01    7.1926088198e-04    8.7159180179e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.0695814175e+12    4.0695814175e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.1573811686e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0334099681e+00   -3.2360001560e+00    0.0000000000e+00    1.9656656931e-04    1.9656656931e-04    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0060400711e+00    0.0000000000e+00    7.2364739769e-01    1.2414582279e+01    5.8680025525e+01   -3.3000000000e+01   -2.3727965659e-01    3.8852919472e+00   -7.5838511472e+00    4.1283876666e+00    3.6873285942e+00    1.2609296586e+01    1.2386485848e+00    3.6880071776e+00   -7.5858499871e+00    3.9237315526e+00    3.6872023067e+00    1.2609549160e+01    1.2522623311e+00
