# Z0.004Y0.256O_IN0.0OUTA1.74_F71_M8.20.UNF 
# M=8.2, Z=0.004, Y=0.256, omega_i=0.0 
                MASS                 AGE               Dtime               LOG_L              LOG_TE               RSTAR                CONV               QSCHW                QHEL              QCAROX              LOG_Tc             LOG_RHc              LOG_Pc               PSI_C              G1_AVG                XCEN               XHE3C                YCEN              XC_CEN              XN_CEN              XO_CEN             XNE_CEN             XMG_CEN           XSI28_CEN            XS32_CEN           XAR36_CEN           XCA40_CEN           XTI44_CEN                RATE                Xsup                Ysup               XCsup             XC13sup               XNsup               XOsup             XO18sup              XNEsup              XMGsup          POLRAD_ENV           EQRAD_ENV             OMG_ENV         ANG_VEL_ENV          TANVEL_ENV         TOT_INERTIA          TOT_ANGMOM        TOT_MOM_LOST              R_CONV                RHEL             R_CAROX         INERTIA_HEL          ANGMOM_HEL       INERTIA_CAROX        ANGMOM_CAROX                TMAX              RHTMAX               QTMAX                LNUC                  LX                  LY                  LC              LNEUTR              L_GRAV               L_ACC               Q_CNV            DPTH_CNV         INERTIA_CNV          ANGMOM_CNV             TCNV_YR              T20L10             RH20L10              P20L10             TE20L10              R20L10                MU20             T2_3L10            RH2_3L10             P2_3L10            TE2_3L10             R2_3L10               MU2_3
    8.2000000000e+00    8.6020420250e+01    8.5920420250e+01    3.2384405123e+00    3.6802802476e+00    4.2145636872e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9808289595e+00   -3.4079242180e+00    1.0730086039e+01   -1.0009822035e+01    1.6282528087e+00    7.3996188644e-01    2.3166402560e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.2145636872e+12    4.2145636872e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.2456005119e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    5.9808289595e+00   -3.4079242180e+00    0.0000000000e+00    3.6429585149e-17    3.6429585149e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2065965477e-01    0.0000000000e+00    9.4154040697e-01    1.2524247657e+01    5.8717835936e+01   -3.3000000000e+01   -1.8173567152e-01    3.8809828779e+00   -7.5968905448e+00    4.1105958352e+00    3.6804311730e+00    1.2624450770e+01    1.2433889998e+00    3.6808115836e+00   -7.6107270826e+00    3.8916320665e+00    3.6802785956e+00    1.2624755925e+01    1.2526941623e+00
    8.2000000000e+00    1.8268089303e+02    9.6660472781e+01    3.2364171825e+00    3.6804396849e+00    4.2016713693e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9817772970e+00   -3.4033919909e+00    1.0735500844e+01   -1.0002659124e+01    1.6282526370e+00    7.3996188630e-01    2.3166823051e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.2016713693e+12    4.2016713693e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.2139886538e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    5.9817772970e+00   -3.4033919909e+00    0.0000000000e+00    3.8154046532e-17    3.8154046532e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.7038541609e-01    0.0000000000e+00    9.3572994927e-01    1.2518962583e+01    5.8714825651e+01   -3.3000000000e+01   -1.7238752619e-01    3.8810548675e+00   -7.5959304615e+00    4.1116316571e+00    3.6805900230e+00    1.2623121405e+01    1.2437843894e+00    3.6807914003e+00   -7.6100640076e+00    3.8922734925e+00    3.6804384463e+00    1.2623424559e+01    1.2527473276e+00
    8.2000000000e+00    2.9142392491e+02    1.0874303188e+02    3.2307639277e+00    3.6809095184e+00    4.1653911224e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9850290591e+00   -3.3899740322e+00    1.0752026550e+01   -9.9829932847e+00    1.6282691972e+00    7.3996188628e-01    2.3166893205e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000000e-01    7.1926088198e-04    8.7159180179e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.1653911224e+12    4.1653911224e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.1219039793e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    5.9850290591e+00   -3.3899740322e+00    0.0000000000e+00    4.3775524879e-17    4.3775524879e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    7.3212881571e-01    0.0000000000e+00    9.2765549973e-01    1.2510091542e+01    5.8706680045e+01   -3.3000000000e+01   -1.7518945501e-01    3.8812957295e+00   -7.5933021133e+00    4.1145166996e+00    3.6810581860e+00    1.2619358452e+01    1.2450089108e+00    3.6809354628e+00   -7.6077397629e+00    3.8947392171e+00    3.6809093767e+00    1.2619656070e+01    1.2528916339e+00
    8.2000000000e+00    4.1375983577e+02    1.2233591086e+02    3.2232470783e+00    3.6815418889e+00    4.1174906482e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9895068582e+00   -3.3718687077e+00    1.0774427265e+01   -9.9567695183e+00    1.6282961190e+00    7.3996188623e-01    2.3167025047e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000001e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.1174906482e+12    4.1174906482e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.0005822298e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    5.9895068582e+00   -3.3718687077e+00    0.0000000000e+00    5.2713181281e-17    5.2713181281e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.0375023868e-01    0.0000000000e+00    9.1851283826e-01    1.2499671808e+01    5.8695659545e+01   -3.3000000000e+01   -1.8027305298e-01    3.8816887918e+00   -7.5898570394e+00    4.1183847210e+00    3.6816883648e+00    1.2614339670e+01    1.2467584225e+00    3.6844529499e+00   -7.5958418519e+00    3.9101870006e+00    3.6815430941e+00    1.2614630211e+01    1.2526706848e+00
    8.2000000000e+00    5.5138773549e+02    1.3762789972e+02    3.2145909619e+00    3.6822766263e+00    4.0628902265e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.9947820275e+00   -3.3507472485e+00    1.0800619650e+01   -9.9263542919e+00    1.6283312174e+00    7.3996188617e-01    2.3167227919e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000001e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.0628902265e+12    4.0628902265e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.8631635511e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    5.9947820275e+00   -3.3507472485e+00    0.0000000000e+00    6.5273858429e-17    6.5273858429e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.6786039336e-01    0.0000000000e+00    9.1210942624e-01    1.2490408573e+01    5.8682808069e+01   -3.3000000000e+01   -1.7887044272e-01    3.8822008330e+00   -7.5859778094e+00    4.1228164450e+00    3.6824206463e+00    1.2608547048e+01    1.2488643190e+00    3.6830069723e+00   -7.5967840397e+00    3.9077726378e+00    3.6822746555e+00    1.2608839030e+01    1.2526253646e+00
    8.2000000000e+00    6.9969917221e+02    1.4831143672e+02    3.2054560408e+00    3.6830541373e+00    4.0060153204e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0004514264e+00   -3.3281918656e+00    1.0828632946e+01   -9.8939991194e+00    1.6283721343e+00    7.3996188608e-01    2.3167480815e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000001e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    4.0060153204e+12    4.0060153204e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.7211672630e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0004514264e+00   -3.3281918656e+00    0.0000000000e+00    8.1825504864e-17    8.1825504864e-17    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9187876897e-01    0.0000000000e+00    8.9943621513e-01    1.2477529463e+01    5.8668782711e+01   -3.3000000000e+01   -1.8467201264e-01    3.8828591951e+00   -7.5819150109e+00    4.1275801184e+00    3.6831956819e+00    1.2602429517e+01    1.2511053381e+00    3.6831146198e+00   -7.5933924401e+00    3.9112668101e+00    3.6830538406e+00    1.2602713199e+01    1.2528607687e+00
    8.2000000000e+00    8.5503317006e+02    1.5533399785e+02    3.1962485889e+00    3.6838428159e+00    3.9494036450e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0062702783e+00   -3.3051432493e+00    1.0857289649e+01   -9.8610247675e+00    1.6284173318e+00    7.3996188598e-01    2.3167790059e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000001e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    3.9494036450e+12    3.9494036450e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.5809967359e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0062702783e+00   -3.3051432493e+00    0.0000000000e+00    1.0282966539e-16    1.0282966539e-16    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0008796853e+00    0.0000000000e+00    8.8187681545e-01    1.2462490259e+01    5.8654193966e+01   -3.3000000000e+01   -1.9284375025e-01    3.8832352289e+00   -7.5776324631e+00    4.1322539213e+00    3.6839817512e+00    1.2596253652e+01    1.2397990674e+00    3.6870481925e+00   -7.5800604542e+00    3.9285630753e+00    3.6838440763e+00    1.2596529002e+01    1.2526875133e+00
    8.2000000000e+00    1.0170524957e+03    1.6201932569e+02    3.1870665122e+00    3.6846364121e+00    3.8936175606e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0121796127e+00   -3.2818103084e+00    1.0886323464e+01   -9.8277078569e+00    1.6284665221e+00    7.3996188585e-01    2.3168188603e-05    2.5597683360e-01    7.1926088198e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188644e-01    2.5600000001e-01    7.1926088198e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745865e-06    4.0388508335e-04    1.7717828000e-04    3.8936175606e+12    3.8936175606e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4440293154e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0121796127e+00   -3.2818103084e+00    0.0000000000e+00    1.2932737787e-16    1.2932737787e-16    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0042254854e+00    0.0000000000e+00    8.7294845105e-01    1.2452285764e+01    5.8640037132e+01   -3.3000000000e+01   -2.0086419758e-01    3.8833854322e+00   -7.5733172687e+00    4.1367185813e+00    3.6847726774e+00    1.2590080761e+01    1.2417858697e+00    3.6852762157e+00   -7.5816084560e+00    3.9252178369e+00    3.6846346674e+00    1.2590356781e+01    1.2526252747e+00
    8.2000000000e+00    1.1862880207e+03    1.6923552493e+02    3.1779101575e+00    3.6854334745e+00    3.8386718658e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0181773448e+00   -3.2581893838e+00    1.0915735245e+01   -9.7940334658e+00    1.6285194114e+00    7.3996188567e-01    2.3168710330e-05    2.5597683360e-01    7.1926088199e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440000e-05    1.9232020000e-05    1.7600452000e-05    9.6089920000e-07    0.0000000000e+00    7.3996188643e-01    2.5600000001e-01    7.1926088199e-04    8.7159180180e-06    1.9404596159e-04    1.7598808534e-03    3.9691745866e-06    4.0388508335e-04    1.7717828000e-04    3.8386718658e+12    3.8386718658e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.3102178846e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0181773448e+00   -3.2581893838e+00    0.0000000000e+00    1.3096287115e-04    1.3096287115e-04    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0060949559e+00    0.0000000000e+00    8.5972510540e-01    1.2440191538e+01    5.8624921498e+01   -3.3000000000e+01   -1.9887999256e-01    3.8837222459e+00   -7.5691297413e+00    4.1412663515e+00    3.6855671949e+00    1.2583913549e+01    1.2438358399e+00    3.6854691905e+00   -7.5780397960e+00    3.9289750384e+00    3.6854332929e+00    1.2584181353e+01    1.2528675202e+00
    8.2000000000e+00    1.3633200302e+03    1.7703200954e+02    3.1687945809e+00    3.6862318177e+00    3.7846569048e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.0242544719e+00   -3.2342792478e+00    1.0945516177e+01   -9.7599676953e+00    1.6285761481e+00    7.3996188468e-01    2.3171703258e-05    2.5597683360e-01    7.1926088199e-04    1.9404596159e-04    1.7598808534e-03    4.0388508335e-04    1.7717828000e-04    1.9099296000e-04    8.8870440001e-05    1.9232020000e-05    1.7600452000e-05    9.6089920001e-07    0.0000000000e+00    7.3996188643e-01    2.5600000002e-01    7.1926088199e-04    8.7159180181e-06    1.9404596159e-04    1.7598808534e-03    3.9691745866e-06    4.0388508335e-04    1.7717828000e-04    3.7846569048e+12    3.7846569048e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.1796132686e+58    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    6.0242544719e+00   -3.2342792478e+00    0.0000000000e+00    1.6731713608e-04    1.6731713608e-04    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.0060299625e+00    0.0000000000e+00    8.3812982029e-01    1.2424529248e+01    5.8608987489e+01   -3.3000000000e+01   -2.1595943578e-01    3.8841795675e+00   -7.5650059037e+00    4.1458844932e+00    3.6863630882e+00    1.2577763974e+01    1.2460119057e+00    3.6895733404e+00   -7.5645664411e+00    3.9465831247e+00    3.6862330641e+00    1.2578024022e+01    1.2526799563e+00
