# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Mon May 11 23:32:52 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 8.69897 0.0900000036 1.0816895926    0.090 -3.268  3.3748  5.111    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.35e-17      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.939 22.016 19.506 17.699 15.583 13.352 10.852 10.241 9.940
0.0152 0.01508 8.69897 0.0931536555 1.1112299935    0.093 -3.233  3.3807  5.115    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.73e-17      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.852 21.935 19.421 17.613 15.496 13.264 10.764 10.153 9.852
0.0152 0.01508 8.69897 0.0950760320 1.1286066088    0.095 -3.210  3.3843  5.115    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -7e-17      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.795 21.880 19.365 17.557 15.440 13.207 10.708 10.096 9.796
0.0152 0.01508 8.69897 0.1000000015 1.1711064122    0.100 -3.150  3.3938  5.116    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.85e-17      0.00 7.092e-01 2.756e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.646 21.731 19.216 17.408 15.291 13.058 10.559 9.947 9.646
0.0152 0.01508 8.69897 0.1078870669 1.2338039052    0.108 -3.067  3.4061  5.114    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.19e-17      0.00 7.091e-01 2.756e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.436 21.518 19.005 17.197 15.081 12.849 10.349 9.738 9.437
0.0152 0.01508 8.69897 0.1200000122 1.3193155232    0.120 -2.931  3.4247  5.098    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-16      0.00 7.091e-01 2.756e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.096 20.736 18.367 16.589 14.569 12.404 10.027 9.415 9.112
0.0152 0.01508 8.69897 0.1400000006 1.4384526719    0.140 -2.766  3.4434  5.075    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.69e-16      0.00 7.091e-01 2.756e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.684 19.353 17.271 15.571 13.764 11.752 9.659 9.044 8.742
0.0152 0.01508 8.69897 0.1503385454 1.4916826901    0.150 -2.700  3.4503  5.068    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-16      0.00 7.091e-01 2.757e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.519 18.865 16.871 15.199 13.463 11.508 9.509 8.893 8.593
0.0152 0.01508 8.69897 0.1599999964 1.5372931554    0.160 -2.637  3.4565  5.057    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.15e-16      0.00 7.090e-01 2.757e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.364 18.422 16.509 14.853 13.184 11.287 9.369 8.752 8.454
0.0152 0.01508 8.69897 0.1938758045 1.6726792157    0.194 -2.466  3.4725  5.033    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.98e-16      0.00 7.090e-01 2.757e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.935 17.326 15.590 13.982 12.466 10.709 8.979 8.360 8.070
