# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Tue May 12 07:31:22 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.013 -0.05655 9.95424 0.0900000036 1.0816895926    0.090 -3.412  3.3679  5.228    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.95e-17      0.00 7.141e-01 2.728e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 13.300 22.687 19.985 18.126 15.942 13.678 11.209 10.595 10.316
0.013 -0.05655 9.95424 0.1000000015 1.1711064122    0.100 -3.224  3.3948  5.194    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -6e-17      0.00 7.137e-01 2.731e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.831 22.154 19.488 17.639 15.467 13.209 10.741 10.128 9.845
0.013 -0.05655 9.95424 0.1096190587 1.2467770521    0.110 -3.089  3.4128  5.170    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.05e-17      0.00 7.133e-01 2.736e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.492 21.771 19.130 17.287 15.124 12.871 10.403 9.791 9.505
0.013 -0.05655 9.95424 0.1200000048 1.3193154741    0.120 -2.955  3.4304  5.146    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-16      0.00 7.129e-01 2.740e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.159 20.647 18.266 16.475 14.488 12.355 10.103 9.488 9.196
0.013 -0.05655 9.95424 0.1400000006 1.4384526719    0.140 -2.774  3.4496  5.109    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-16      0.00 7.122e-01 2.747e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.706 19.230 17.130 15.423 13.652 11.679 9.696 9.077 8.784
0.013 -0.05655 9.95424 0.1599999964 1.5372931554    0.160 -2.632  3.4632  5.079    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-16      0.00 7.115e-01 2.754e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.351 18.233 16.319 14.653 13.031 11.187 9.376 8.755 8.465
0.013 -0.05655 9.95424 0.2000000030 1.6938790862    0.200 -2.413  3.4820  5.032    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.31e-16      0.00 7.104e-01 2.764e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 10.802 16.910 15.206 13.595 12.153 10.483 8.873 8.251 7.968
0.013 -0.05655 9.95424 0.2500000000 1.8403257998    0.250 -2.202  3.4977  4.981    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.1e-16      0.00 7.096e-01 2.773e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 10.274 15.831 14.267 12.694 11.377 9.855 8.385 7.761 7.488
0.013 -0.05655 9.95424 0.3000000119 1.9529139769    0.300 -2.038  3.5081  4.937    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-17      0.00 7.094e-01 2.775e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.865 15.113 13.624 12.084 10.835 9.393 7.999 7.373 7.109
0.013 -0.05655 9.95424 0.3488108516 2.0414641790    0.349 -1.893  3.5165  4.891    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.49e-16      0.00 7.148e-01 2.721e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.502 14.525 13.087 11.574 10.373 8.994 7.656 7.026 6.769
0.013 -0.05655 9.95424 0.3500000238 2.0434175133    0.350 -1.889  3.5167  4.890    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.83e-16      0.00 7.149e-01 2.720e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.493 14.512 13.075 11.562 10.363 8.985 7.648 7.018 6.761
0.013 -0.05655 9.95424 0.4000000358 2.1185024810    0.400 -1.744  3.5277  4.847    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-15      0.00 7.151e-01 2.718e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.130 13.902 12.509 11.024 9.879 8.581 7.312 6.675 6.427
