# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Tue May 12 07:18:26 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.013 -0.05655 9.84510 0.0900000036 1.0816895926    0.090 -3.412  3.3678  5.228    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.95e-17      0.00 7.144e-01 2.725e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 13.301 22.688 19.986 18.128 15.943 13.679 11.210 10.596 10.317
0.013 -0.05655 9.84510 0.1000000015 1.1711064122    0.100 -3.225  3.3947  5.194    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -6e-17      0.00 7.141e-01 2.728e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.832 22.155 19.489 17.640 15.468 13.211 10.742 10.129 9.846
0.013 -0.05655 9.84510 0.1122586802 1.2660444545    0.112 -3.054  3.4173  5.164    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.68e-17      0.00 7.137e-01 2.732e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.406 21.605 18.993 17.156 15.010 12.768 10.320 9.708 9.421
0.013 -0.05655 9.84510 0.1200000048 1.3193154741    0.120 -2.956  3.4303  5.146    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-16      0.00 7.134e-01 2.735e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.160 20.654 18.272 16.481 14.492 12.358 10.104 9.489 9.197
0.013 -0.05655 9.84510 0.1400000006 1.4384526719    0.140 -2.775  3.4495  5.109    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-16      0.00 7.129e-01 2.740e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.708 19.238 17.136 15.429 13.656 11.682 9.697 9.079 8.786
0.013 -0.05655 9.84510 0.1573681533 1.5252305461    0.157 -2.651  3.4614  5.083    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-16      0.00 7.124e-01 2.745e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.397 18.358 16.422 14.750 13.110 11.250 9.418 8.797 8.506
0.013 -0.05655 9.84510 0.1599999964 1.5372931554    0.160 -2.633  3.4631  5.080    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.11e-16      0.00 7.124e-01 2.745e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.353 18.241 16.326 14.659 13.036 11.191 9.378 8.757 8.467
0.013 -0.05655 9.84510 0.2000000030 1.6938790862    0.200 -2.415  3.4818  5.033    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.29e-16      0.00 7.115e-01 2.754e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 10.808 16.923 15.216 13.605 12.161 10.490 8.878 8.256 7.973
0.013 -0.05655 9.84510 0.2500000000 1.8403257998    0.250 -2.207  3.4977  4.985    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.02e-16      0.00 7.108e-01 2.761e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 10.287 15.849 14.282 12.709 11.390 9.867 8.397 7.773 7.500
0.013 -0.05655 9.84510 0.3000000119 1.9529139769    0.300 -2.044  3.5081  4.943    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.25e-16      0.00 7.105e-01 2.764e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.880 15.131 13.640 12.099 10.849 9.408 8.014 7.387 7.123
0.013 -0.05655 9.84510 0.3500000238 2.0434175133    0.350 -1.892  3.5166  4.893    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.73e-16      0.00 7.150e-01 2.719e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.501 14.522 13.084 11.570 10.371 8.992 7.656 7.025 6.768
0.013 -0.05655 9.84510 0.4000000358 2.1185024810    0.400 -1.747  3.5276  4.850    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.34e-15      0.00 7.151e-01 2.718e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.138 13.913 12.519 11.034 9.888 8.589 7.320 6.683 6.435
0.013 -0.05655 9.84510 0.4500000179 2.1822809362    0.450 -1.595  3.5401  4.799    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-15      0.00 7.152e-01 2.717e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 8.758 13.300 11.937 10.481 9.388 8.172 6.972 6.327 6.088
0.013 -0.05655 9.84510 0.5000000000 2.2374541529    0.500 -1.435  3.5560  4.748    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.76e-15      0.00 7.152e-01 2.717e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 8.357 12.666 11.313 9.883 8.845 7.733 6.611 5.956 5.729
0.013 -0.05655 9.84510 0.5500000119 2.2836582633    0.550 -1.259  3.5765  4.696    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.18e-15      0.00 7.316e-01 2.559e-01 2.232e-03 6.022e-04 5.463e-03 -1.000 1.243e-02 7.919 11.976 10.616 9.211 8.229 7.259 6.230 5.560 5.352
0.013 -0.05655 9.84510 0.6000000238 2.3211213258    0.600 -1.087  3.6016  4.661    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -6.2e-15      0.00 7.341e-01 2.536e-01 2.214e-03 5.975e-04 5.420e-03 -1.000 1.231e-02 7.487 11.278 9.897 8.541 7.619 6.801 5.862 5.171 5.002
0.013 -0.05655 9.84510 0.6499999762 2.3520353107    0.650 -0.912  3.6318  4.642    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -9.11e-15      0.00 7.364e-01 2.514e-01 2.198e-03 5.932e-04 5.382e-03 -1.000 1.224e-02 7.050 10.498 9.099 7.850 7.006 6.342 5.493 4.811 4.689
0.013 -0.05655 9.84510 0.7000000477 2.3779267258    0.700 -0.744  3.6619  4.627    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-14      0.00 7.387e-01 2.493e-01 2.181e-03 5.888e-04 5.343e-03 -1.000 1.209e-02 6.630 9.472 8.270 7.171 6.435 5.905 5.157 4.536 4.446
0.013 -0.05655 9.84510 0.7006475925 2.3782342733    0.701 -0.742  3.6623  4.627    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.32e-14      0.00 7.387e-01 2.492e-01 2.180e-03 5.887e-04 5.342e-03 -1.000 1.209e-02 6.625 9.458 8.260 7.162 6.429 5.899 5.153 4.533 4.444
0.013 -0.05655 9.84510 0.7245742083 2.3891563492    0.725 -0.664  3.6761  4.618    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-14      0.00 7.399e-01 2.480e-01 2.157e-03 5.860e-04 5.322e-03 -1.000 1.210e-02 6.429 8.941 7.892 6.863 6.186 5.695 4.999 4.424 4.343
0.013 -0.05655 9.84510 0.7467613220 2.3985684702    0.747 -0.592  3.6884  4.609    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-14      0.00 7.410e-01 2.470e-01 2.137e-03 5.836e-04 5.303e-03 -1.000 1.201e-02 6.251 8.501 7.577 6.605 5.975 5.513 4.859 4.323 4.248
0.013 -0.05655 9.84510 0.7500000000 2.3998889087    0.750 -0.582  3.6902  4.608    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-14      0.00 7.411e-01 2.468e-01 2.134e-03 5.832e-04 5.301e-03 -1.000 1.202e-02 6.225 8.439 7.533 6.568 5.944 5.487 4.839 4.308 4.233
0.013 -0.05655 9.84510 0.7611346245 2.4043301754    0.761 -0.547  3.6953  4.600    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.04e-14      0.00 7.419e-01 2.461e-01 2.128e-03 5.817e-04 5.287e-03 -1.000 1.200e-02 6.139 8.244 7.394 6.452 5.848 5.401 4.771 4.255 4.183
0.013 -0.05655 9.84510 0.7873241305 2.4142091990    0.787 -0.467  3.7072  4.582    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.47e-14      0.00 7.437e-01 2.443e-01 2.116e-03 5.782e-04 5.256e-03 -1.000 1.191e-02 5.938 7.806 7.080 6.188 5.625 5.202 4.611 4.131 4.064
0.013 -0.05655 9.84510 0.7995212078 2.4185568769    0.799 -0.430  3.7126  4.573    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -2.7e-14      0.00 7.446e-01 2.435e-01 2.110e-03 5.766e-04 5.242e-03 -1.000 1.188e-02 5.844 7.610 6.940 6.069 5.524 5.111 4.538 4.073 4.008
0.013 -0.05655 9.84510 0.8109921217 2.4225087834    0.811 -0.395  3.7175  4.563    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-14      0.00 7.455e-01 2.426e-01 2.103e-03 5.748e-04 5.225e-03 -1.000 1.186e-02 5.757 7.432 6.811 5.960 5.431 5.026 4.468 4.017 3.955
0.013 -0.05655 9.84510 0.8319100738 2.4293937210    0.831 -0.331  3.7261  4.545    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.42e-14      0.00 7.472e-01 2.409e-01 2.090e-03 5.715e-04 5.196e-03 -1.000 1.181e-02 5.598 7.121 6.585 5.767 5.263 4.872 4.341 3.914 3.854
0.013 -0.05655 9.84510 0.8490424156 2.4347429970    0.848 -0.279  3.7330  4.530    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-14      0.00 7.487e-01 2.396e-01 2.080e-03 5.688e-04 5.171e-03 -1.000 1.177e-02 5.468 6.875 6.404 5.613 5.128 4.748 4.238 3.829 3.772
0.013 -0.05655 9.84510 0.8600888252 2.4380623953    0.859 -0.246  3.7371  4.518    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.22e-14      0.00 7.498e-01 2.385e-01 2.072e-03 5.666e-04 5.152e-03 -1.000 1.172e-02 5.385 6.723 6.289 5.514 5.041 4.669 4.172 3.773 3.717
0.013 -0.05655 9.84510 0.8795701265 2.4436834538    0.879 -0.187  3.7441  4.497    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.91e-14      0.00 7.519e-01 2.365e-01 2.058e-03 5.627e-04 5.117e-03 -1.000 1.164e-02 5.236 6.453 6.090 5.344 4.891 4.531 4.054 3.672 3.620
0.013 -0.05655 9.84510 0.8980067372 2.4487455875    0.897 -0.130  3.7505  4.475    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -5.67e-14      0.00 7.539e-01 2.346e-01 2.044e-03 5.589e-04 5.083e-03 -1.000 1.155e-02 5.096 6.202 5.905 5.186 4.752 4.401 3.942 3.575 3.526
