# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Tue May 12 07:14:15 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.013 -0.05655 9.47712 0.0900000036 1.0816895926    0.090 -3.413  3.3676  5.228    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.94e-17      0.00 7.149e-01 2.720e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 13.303 22.690 19.988 18.129 15.944 13.681 11.211 10.598 10.319
0.013 -0.05655 9.47712 0.1000000015 1.1711064122    0.100 -3.226  3.3945  5.194    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.99e-17      0.00 7.148e-01 2.721e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.834 22.158 19.492 17.642 15.470 13.213 10.744 10.131 9.848
0.013 -0.05655 9.47712 0.1149708852 1.2852376724    0.115 -3.020  3.4217  5.157    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.34e-17      0.00 7.145e-01 2.723e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.321 21.331 18.781 16.956 14.853 12.640 10.243 9.630 9.341
0.013 -0.05655 9.47712 0.1200000048 1.3193154741    0.120 -2.957  3.4300  5.146    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-16      0.00 7.145e-01 2.724e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.163 20.670 18.284 16.492 14.500 12.364 10.107 9.491 9.199
0.013 -0.05655 9.47712 0.1400000006 1.4384526719    0.140 -2.776  3.4492  5.109    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-16      0.00 7.143e-01 2.726e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.711 19.252 17.147 15.439 13.664 11.687 9.700 9.081 8.788
0.013 -0.05655 9.47712 0.1599999964 1.5372931554    0.160 -2.635  3.4628  5.080    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-16      0.00 7.140e-01 2.729e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.357 18.257 16.338 14.670 13.044 11.197 9.381 8.760 8.469
0.013 -0.05655 9.47712 0.2000000030 1.6938790862    0.200 -2.419  3.4815  5.036    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.26e-16      0.00 7.136e-01 2.733e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 10.817 16.945 15.234 13.622 12.176 10.501 8.886 8.263 7.981
0.013 -0.05655 9.47712 0.2500000000 1.8403257998    0.250 -2.216  3.4975  4.993    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.87e-16      0.00 7.133e-01 2.736e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 10.309 15.882 14.311 12.736 11.415 9.890 8.419 7.795 7.522
0.013 -0.05655 9.47712 0.3000000119 1.9529139769    0.300 -2.058  3.5080  4.957    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.04e-16      0.00 7.130e-01 2.738e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.915 15.174 13.678 12.135 10.884 9.442 8.049 7.423 7.159
0.013 -0.05655 9.47712 0.3364556730 2.0206432194    0.336 -1.940  3.5144  4.914    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.69e-16      0.00 7.148e-01 2.721e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.620 14.702 13.249 11.727 10.515 9.120 7.769 7.140 6.881
0.013 -0.05655 9.47712 0.3500000238 2.0434175133    0.350 -1.899  3.5165  4.899    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.53e-16      0.00 7.151e-01 2.718e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.517 14.542 13.102 11.587 10.387 9.008 7.671 7.041 6.784
0.013 -0.05655 9.47712 0.4000000358 2.1185024810    0.400 -1.756  3.5277  4.859    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-15      0.00 7.152e-01 2.717e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.160 13.936 12.541 11.054 9.909 8.611 7.342 6.706 6.457
0.013 -0.05655 9.47712 0.4500000179 2.1822809362    0.450 -1.605  3.5400  4.807    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-15      0.00 7.152e-01 2.717e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 8.781 13.327 11.962 10.505 9.412 8.195 6.994 6.350 6.111
