# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Tue May 12 07:11:48 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.013 -0.05655 9.00000 0.0900000036 1.0816895926    0.090 -3.374  3.3712  5.203    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.48e-17      0.00 7.151e-01 2.718e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 13.204 22.545 19.869 18.017 15.842 13.583 11.114 10.501 10.219
0.013 -0.05655 9.00000 0.1000000015 1.1711064122    0.100 -3.207  3.3959  5.181    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.39e-17      0.00 7.151e-01 2.718e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.788 22.087 19.435 17.589 15.422 13.167 10.699 10.086 9.801
0.013 -0.05655 9.00000 0.1191965938 1.3139973624    0.119 -2.967  3.4287  5.147    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-16      0.00 7.150e-01 2.719e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.186 20.774 18.362 16.565 14.555 12.407 10.126 9.512 9.220
0.013 -0.05655 9.00000 0.1200000048 1.3193154741    0.120 -2.957  3.4300  5.146    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-16      0.00 7.150e-01 2.719e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.162 20.671 18.285 16.492 14.500 12.364 10.105 9.490 9.198
0.013 -0.05655 9.00000 0.1400000006 1.4384526719    0.140 -2.776  3.4491  5.109    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-16      0.00 7.149e-01 2.719e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.711 19.257 17.151 15.443 13.666 11.689 9.700 9.081 8.788
0.013 -0.05655 9.00000 0.1425251514 1.4519152761    0.142 -2.758  3.4509  5.105    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-16      0.00 7.149e-01 2.720e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.664 19.121 17.041 15.339 13.583 11.622 9.657 9.038 8.745
0.013 -0.05655 9.00000 0.1512914598 1.4963486162    0.151 -2.695  3.4570  5.092    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.86e-16      0.00 7.149e-01 2.720e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.507 18.672 16.677 14.992 13.304 11.402 9.516 8.896 8.604
0.013 -0.05655 9.00000 0.1599999964 1.5372931554    0.160 -2.635  3.4626  5.080    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-16      0.00 7.148e-01 2.721e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.359 18.264 16.343 14.676 13.048 11.199 9.382 8.761 8.471
0.013 -0.05655 9.00000 0.2000000030 1.6938790862    0.200 -2.420  3.4813  5.036    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-16      0.00 7.147e-01 2.722e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 10.819 16.954 15.241 13.629 12.181 10.505 8.888 8.266 7.983
0.013 -0.05655 9.00000 0.2500000000 1.8403257998    0.250 -2.219  3.4973  4.996    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.82e-16      0.00 7.146e-01 2.723e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 10.318 15.896 14.323 12.747 11.425 9.900 8.427 7.803 7.530
