# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Tue May 12 07:30:57 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.013 -0.05655 9.90309 0.0900000036 1.0816895926    0.090 -3.412  3.3678  5.228    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.95e-17      0.00 7.142e-01 2.726e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 13.300 22.688 19.985 18.127 15.942 13.679 11.209 10.595 10.317
0.013 -0.05655 9.90309 0.1000000015 1.1711064122    0.100 -3.225  3.3948  5.194    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -6e-17      0.00 7.139e-01 2.730e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.831 22.155 19.489 17.639 15.467 13.210 10.741 10.128 9.846
0.013 -0.05655 9.90309 0.1110261083 1.2571216638    0.111 -3.070  3.4152  5.166    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.38e-17      0.00 7.135e-01 2.734e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.446 21.712 19.077 17.235 15.075 12.823 10.357 9.745 9.459
0.013 -0.05655 9.90309 0.1200000048 1.3193154741    0.120 -2.956  3.4304  5.146    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-16      0.00 7.131e-01 2.738e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 12.159 20.650 18.269 16.478 14.490 12.357 10.104 9.488 9.196
0.013 -0.05655 9.90309 0.1400000006 1.4384526719    0.140 -2.775  3.4495  5.109    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-16      0.00 7.125e-01 2.743e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.707 19.234 17.133 15.426 13.654 11.680 9.697 9.078 8.785
0.013 -0.05655 9.90309 0.1599999964 1.5372931554    0.160 -2.633  3.4631  5.080    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.11e-16      0.00 7.120e-01 2.749e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 11.352 18.237 16.322 14.656 13.033 11.189 9.377 8.756 8.466
0.013 -0.05655 9.90309 0.2000000030 1.6938790862    0.200 -2.414  3.4819  5.033    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.3e-16      0.00 7.109e-01 2.759e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 10.805 16.917 15.211 13.600 12.157 10.487 8.876 8.253 7.971
0.013 -0.05655 9.90309 0.2500000000 1.8403257998    0.250 -2.204  3.4977  4.983    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.06e-16      0.00 7.102e-01 2.767e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 10.281 15.840 14.275 12.702 11.384 9.861 8.391 7.767 7.494
0.013 -0.05655 9.90309 0.3000000119 1.9529139769    0.300 -2.041  3.5081  4.940    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.59e-17      0.00 7.099e-01 2.769e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.872 15.122 13.632 12.092 10.842 9.400 8.007 7.380 7.116
0.013 -0.05655 9.90309 0.3208351135 1.9928503900    0.321 -1.976  3.5118  4.919    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.05e-16      0.00 7.123e-01 2.746e-01 2.359e-03 6.364e-04 5.772e-03 -1.000 1.312e-02 9.710 14.855 13.390 11.862 10.635 9.221 7.853 7.225 6.964
